year,imdb,title
1991,tt0101452,Bill &amp; Ted&#39;s Bogus Journey
1991,tt0102057,Hook
1991,tt0102070,Hudson Hawk
1991,tt0102798,Robin Hood: Prince of Thieves
1991,tt0102943,Slacker
1991,tt0102975,Star Trek VI: The Undiscovered Country
1991,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1991,tt0103064,Terminator 2: Judgement Day
1991,tt0101272,The Addams Family
1991,tt0102510,The Naked Gun 2 1/2: The Smell of Fear
1991,tt0102926,The Silence of the Lambs
1991,tt0103247,White Fang
1990,tt0099088,Back to the Future Part III
1990,tt0099253,Child&#39;s Play 2
1990,tt0099817,Dark Angel (I Come in Peace)
1990,tt0099423,Die Hard 2
1990,tt0099487,Edward Scissorhands
1990,tt0099582,Flatliners
1990,tt0099653,Ghost
1990,tt0099685,Goodfellas
1990,tt0099785,Home Alone
1990,tt0100263,Nikita
1990,tt0100403,Predator 2
1990,tt0100405,Pretty Woman
1990,tt0099810,The Hunt for Red October
1990,tt0100802,Total Recall
1990,tt0100814,Tremors
1989,tt0096874,Back to the Future Part II
1989,tt0096895,Batman
1989,tt0096928,Bill &amp; Ted&#39;s Excellent Adventure
1989,tt0097165,Dead Poets Society
1989,tt0097499,Henry V
1989,tt0097576,Indiana Jones and the Last Crusade
1989,tt0097742,Licence to Kill
1989,tt0097815,Major League
1989,tt0098206,Road House
1989,tt0098724,"Sex, Lies, and Videotape"
1989,tt0098382,Star Trek V: The Final Frontier
1989,tt0096754,The Abyss
1989,tt0098519,Troop Beverly Hills
1989,tt0098546,UHF
1988,tt0094612,Action Jackson
1988,tt0094625,Akira
1988,tt0094721,Beetle Juice
1988,tt0092675,Bloodsport
1988,tt0094862,Child&#39;s Play
1988,tt0094947,Dangerous Liaisons
1988,tt0095016,Die Hard
1988,tt0095631,Midnight Run
1988,tt0095687,My Stepmother Is an Alien
1988,tt0095690,Mystic Pizza
1988,tt0095889,Poltergeist III
1988,tt0095953,Rain Man
1988,tt0096061,Scrooged
1988,tt0095489,The Land Before Time
1988,tt0095497,The Last Temptation of Christ
1988,tt0096256,They Live
1988,tt0096320,Twins
1988,tt0096438,Who Framed Roger Rabbit
1988,tt0096487,Young Guns
1987,tt0092644,Beverly Hills Cop II
1987,tt0092991,Evil Dead II
1987,tt0093010,Fatal Attraction
1987,tt0093105,"Good Morning, Vietnam"
1987,tt0093177,Hellraiser
1987,tt0093409,Lethal Weapon
1987,tt0093773,Predator
1987,tt0093818,Radio Days
1987,tt0093870,RoboCop
1987,tt0094012,Spaceballs
1987,tt0094074,Superman IV: The Quest for Peace
1987,tt0093389,The Last Emperor
1987,tt0093437,The Lost Boys
1987,tt0093779,The Princess Bride
1986,tt0090605,Aliens
1986,tt0090555,Crocodile Dundee
1986,tt0091203,Highlander
1986,tt0091225,Howard The Duck
1986,tt0091419,Little Shop of Horrors
1986,tt0091738,Peggy Sue Got Married
1986,tt0091763,Platoon
1986,tt0092005,Stand By Me
1986,tt0090848,The Clan of the Cave Bear
1986,tt0092099,Top Gun
1985,tt0088763,Back to the Future
1985,tt0088846,Brazil
1985,tt0088944,Commando
1985,tt0088993,Day of the Dead
1985,tt0089457,Ladyhawke
1985,tt0089469,Legend
1985,tt0091578,My Beautiful Laundrette
1985,tt0089893,Red Sonja
1985,tt0089908,Return to Oz
1985,tt0088939,The Color Purple
1984,tt0087800,A nightmare on Elm Street
1984,tt0086879,Amadeus
1984,tt0086960,Beverly Hills Cop
1984,tt0086984,Body Double
1984,tt0087078,Conan the Destroyer
1984,tt0087182,Dune
1984,tt0087298,Friday the 13th Part IV: The Final Chapter
1984,tt0087332,Ghostbusters
1984,tt0087363,Gremlins
1984,tt0087469,Indiana Jones and the Temple of Doom
1984,tt0087928,Police Academy
1984,tt0087995,Repo Man
1984,tt0088161,Splash
1984,tt0088170,Star Trek III: The Search for Spock
1984,tt0087538,The Karate Kid
1984,tt0088247,The Terminator
1983,tt0085549,Flashdance
1983,tt0086190,Star Wars: Episode VI - Return of the Jedi
1983,tt0086393,Superman III
1983,tt0086541,Videodrome
1983,tt0086567,WarGames
1982,tt0083658,Blade Runner
1982,tt0083722,Cat People
1982,tt0082198,Conan the Barbarian
1982,tt0083833,Diner
1982,tt0083866,E.T.: The Extra-Terrestrial
1982,tt0083929,Fast Times at Ridgemont High
1982,tt0083944,First Blood
1982,tt0083972,Friday the 13th Part III
1982,tt0084516,Poltergeist
1982,tt0084522,Porky&#39;s
1982,tt0084726,Star Trek: The Wrath of Khan
1982,tt0083642,The Best Little Whorehouse in Texas
1982,tt0084805,Tootsie
1982,tt0084827,TRON
1981,tt0082096,Das Boot
1981,tt0082340,Escape from New York
1981,tt0082418,Friday the 13th Part 2
1981,tt0082495,Halloween II
1981,tt0082509,Heavy Metal
1981,tt0082517,History of the World: Part I
1981,tt0082971,Raiders of the Lost Ark
1981,tt0083907,The Evil Dead
1981,tt0081633,Time Bandits
1980,tt0080339,Airplane!
1980,tt0080492,Can&#39;t Stop the Music
1980,tt0080716,Fame
1980,tt0080745,Flash Gordon
1980,tt0080761,Friday the 13th
1980,tt0080855,Heaven&#39;s Gate
1980,tt0081375,Private Benjamin
1980,tt0081398,Raging Bull
1980,tt0081534,Somewhere in Time
1980,tt0080684,Star Wars: Episode V - The Empire Strikes Back
1980,tt0081573,Superman II
1980,tt0080455,The Blues Brothers
1980,tt0080749,The Fog
1980,tt0081505,The Shining
1979,tt0078748,Alien
1979,tt0078788,Apocalypse Now
1979,tt0079574,Moonraker
1979,tt0079945,Star Trek: The Motion Picture
1979,tt0078767,The Amityville Horror
1978,tt0077975,Animal House
1978,tt0077402,Dawn of the Dead
1978,tt0077405,Days of Heaven
1978,tt0077631,Grease
1978,tt0077651,Halloween
1978,tt0077713,I Spit on Your Grave
1978,tt0078346,Superman
1978,tt0077416,The Deer Hunter
1977,tt0075784,A Bridge Too Far
1977,tt0075686,Annie Hall
1977,tt0075860,Close Encounters of the Third Kind
1977,tt0074486,Eraserhead
1977,tt0076141,High Anxiety
1977,tt0076245,Julia
1977,tt0076759,Star Wars
1976,tt0074156,Assault on Precinct 13
1976,tt0074512,Family Plot
1976,tt0074812,Logan&#39;s Run
1976,tt0074958,Network
1976,tt0075148,Rocky
1976,tt0075222,Silent Movie
1976,tt0075249,Sparkle
1976,tt0075314,Taxi Driver
1975,tt0072684,Barry Lyndon
1975,tt0073195,Jaws
1975,tt0071853,Monty Python and the Holy Grail
1975,tt0073486,One Flew Over the Cuckoo&#39;s Nest
1975,tt0073629,The Rocky Horror Picture Show
1974,tt0071222,Black Christmas
1974,tt0071230,Blazing Saddles
1974,tt0071360,The Conversation
1974,tt0071562,The Godfather: Part II
1974,tt0072271,The Texas Chain Saw Massacre
1974,tt0072308,The Towering Inferno
1974,tt0072431,Young Frankenstein
1973,tt0069704,American Graffiti
1973,tt0068699,High Plains Drifter
1973,tt0070707,Sleeper
1973,tt0070047,The Exorcist
1973,tt0070735,The Sting
1972,tt0068156,1776
1972,tt0069089,Pink Flamingos
1972,tt0068646,The Godfather
1971,tt0067065,Escape from the Planet of the Apes
1971,tt0067741,Shaft
1971,tt0067800,Straw Dogs
1971,tt0067116,The French Connection
1971,tt0067992,Willy Wonka &amp; the Chocolate Factory
1970,tt0065466,Beyond the Valley of the Dolls
